210,2012-11-01 00:00:00.000,96,1,3
211,2012-09-07 00:00:00.000,5,8,5
212,2012-12-12 00:00:00.000,85,10,5
213,2012-11-30 00:00:00.000,87,1,6
214,2012-10-29 00:00:00.000,104,10,3
215,2012-10-28 00:00:00.000,116,6,5
216,2012-09-15 00:00:00.000,67,3,6
217,2012-09-13 00:00:00.000,124,12,6
218,2013-01-11 00:00:00.000,119,6,5
219,2012-12-22 00:00:00.000,130,7,1
220,2012-12-15 00:00:00.000,9,1,4
221,2012-10-31 00:00:00.000,87,4,6
222,2012-11-24 00:00:00.000,123,2,2
223,2012-10-19 00:00:00.000,77,8,2
224,2012-09-29 00:00:00.000,138,8,4
225,2012-10-14 00:00:00.000,8,10,4
226,2012-10-28 00:00:00.000,119,3,2
227,2012-12-08 00:00:00.000,90,3,6
228,2012-11-19 00:00:00.000,102,4,3
229,2012-10-10 00:00:00.000,71,12,3
230,2012-12-19 00:00:00.000,136,8,2
231,2012-11-10 00:00:00.000,31,4,1
232,2012-10-27 00:00:00.000,62,4,6
233,2012-10-26 00:00:00.000,27,6,3
234,2013-01-17 00:00:00.000,24,6,2
235,2012-12-21 00:00:00.000,89,9,1
236,2012-11-23 00:00:00.000,20,4,6
237,2012-12-14 00:00:00.000,72,10,3
238,2012-11-29 00:00:00.000,110,11,1
239,2012-11-06 00:00:00.000,54,8,6
240,2012-10-14 00:00:00.000,15,10,1
241,2012-10-14 00:00:00.000,97,8,2
242,2012-11-27 00:00:00.000,13,7,6
243,2012-11-08 00:00:00.000,83,5,3
244,2012-10-07 00:00:00.000,142,2,1
245,2012-10-29 00:00:00.000,146,6,2
246,2012-09-25 00:00:00.000,78,6,1
247,2012-12-12 00:00:00.000,17,7,2
248,2012-11-20 00:00:00.000,94,11,5
249,2012-10-03 00:00:00.000,30,5,1
250,2012-11-06 00:00:00.000,138,4,6
251,2012-11-03 00:00:00.000,64,6,3
252,2012-09-23 00:00:00.000,135,6,4
253,2012-09-29 00:00:00.000,8,12,3
254,2012-09-26 00:00:00.000,110,11,5
255,2012-12-26 00:00:00.000,54,10,4
256,2012-10-21 00:00:00.000,122,2,4
257,2012-10-16 00:00:00.000,150,6,4
258,2012-12-23 00:00:00.000,77,5,5
259,2012-12-30 00:00:00.000,68,11,6
260,2012-12-18 00:00:00.000,35,7,4
261,2013-01-22 00:00:00.000,103,9,1
262,2012-10-26 00:00:00.000,103,9,2
263,2012-09-24 00:00:00.000,143,12,2
264,2012-10-20 00:00:00.000,27,7,3
265,2012-09-05 00:00:00.000,141,12,6
266,2012-09-16 00:00:00.000,59,6,1
267,2012-11-10 00:00:00.000,133,2,3
268,2013-01-19 00:00:00.000,6,10,6
269,2012-11-04 00:00:00.000,82,8,6
270,2012-09-16 00:00:00.000,79,8,1
271,2012-11-12 00:00:00.000,116,1,1
272,2012-09-13 00:00:00.000,78,9,5
273,2013-01-22 00:00:00.000,135,8,4
274,2013-01-05 00:00:00.000,2,10,4
275,2012-12-23 00:00:00.000,62,8,1
276,2012-09-09 00:00:00.000,138,11,3
277,2012-12-29 00:00:00.000,120,6,2
278,2012-11-04 00:00:00.000,143,12,3
279,2012-12-27 00:00:00.000,140,6,5
280,2012-12-11 00:00:00.000,103,1,2
281,2012-12-16 00:00:00.000,1,5,1
282,2012-12-09 00:00:00.000,16,2,1
283,2012-09-26 00:00:00.000,77,9,3
284,2012-09-30 00:00:00.000,102,5,2
285,2012-10-13 00:00:00.000,59,2,6
286,2012-11-06 00:00:00.000,32,2,1
287,2012-10-12 00:00:00.000,83,4,5
288,2012-10-20 00:00:00.000,142,6,4
289,2012-10-01 00:00:00.000,2,3,4
290,2013-01-07 00:00:00.000,84,6,1
291,2012-11-19 00:00:00.000,38,6,1
292,2012-12-04 00:00:00.000,143,9,4
293,2012-09-25 00:00:00.000,79,5,6
294,2012-09-24 00:00:00.000,109,6,1
295,2012-10-21 00:00:00.000,107,1,1
296,2012-12-19 00:00:00.000,116,6,4
297,2012-11-25 00:00:00.000,101,8,6
298,2012-09-14 00:00:00.000,109,9,6
299,2013-01-10 00:00:00.000,95,4,5
300,2012-10-26 00:00:00.000,141,10,2
301,2012-11-06 00:00:00.000,139,5,6
302,2013-01-17 00:00:00.000,9,7,3
303,2012-12-23 00:00:00.000,82,9,3
304,2013-01-17 00:00:00.000,76,8,6
305,2012-11-24 00:00:00.000,89,4,5
306,2012-09-17 00:00:00.000,112,1,6
307,2012-09-26 00:00:00.000,47,3,2
308,2012-10-22 00:00:00.000,2,5,4
309,2012-09-03 00:00:00.000,15,3,2
310,2012-10-02 00:00:00.000,79,2,4
311,2012-09-11 00:00:00.000,37,10,5
312,2013-01-13 00:00:00.000,96,3,4
313,2012-12-07 00:00:00.000,149,1,6
314,2012-12-24 00:00:00.000,135,7,3
315,2013-01-12 00:00:00.000,53,4,3
316,2013-01-21 00:00:00.000,64,8,6
317,2012-12-26 00:00:00.000,90,2,3
318,2012-09-30 00:00:00.000,124,12,6
319,2012-12-08 00:00:00.000,146,1,3
320,2012-11-21 00:00:00.000,116,2,4
321,2012-12-17 00:00:00.000,53,3,3
322,2012-09-07 00:00:00.000,54,2,5
323,2012-11-16 00:00:00.000,75,12,6
324,2013-01-08 00:00:00.000,133,7,1
325,2013-01-15 00:00:00.000,62,4,6
326,2012-12-31 00:00:00.000,145,4,4
327,2012-11-08 00:00:00.000,89,12,2
328,2012-11-25 00:00:00.000,135,12,3
329,2012-10-04 00:00:00.000,51,5,3
330,2013-01-10 00:00:00.000,76,8,5
331,2012-12-19 00:00:00.000,136,11,1
332,2012-12-01 00:00:00.000,130,3,4
333,2012-11-08 00:00:00.000,143,7,2
334,2012-12-10 00:00:00.000,76,3,4
335,2012-12-05 00:00:00.000,68,7,1
336,2013-01-02 00:00:00.000,116,9,3
337,2012-12-20 00:00:00.000,121,9,4
338,2012-12-30 00:00:00.000,20,12,4
339,2012-12-23 00:00:00.000,10,3,5
340,2012-09-06 00:00:00.000,68,1,3
341,2012-12-11 00:00:00.000,69,1,1
342,2012-11-19 00:00:00.000,6,9,5
343,2012-12-29 00:00:00.000,23,7,6
344,2012-09-03 00:00:00.000,23,8,5
345,2012-09-07 00:00:00.000,78,6,3
346,2013-01-12 00:00:00.000,36,9,6
347,2012-09-05 00:00:00.000,128,6,2
348,2012-10-25 00:00:00.000,38,10,6
349,2013-01-12 00:00:00.000,24,8,2
350,2012-09-04 00:00:00.000,60,5,2
351,2012-12-14 00:00:00.000,70,6,1
352,2012-12-05 00:00:00.000,128,11,3
353,2013-01-08 00:00:00.000,77,1,6
354,2012-12-28 00:00:00.000,90,10,6
355,2012-09-19 00:00:00.000,150,2,2
356,2012-09-20 00:00:00.000,66,5,5
357,2012-11-17 00:00:00.000,39,6,5
358,2012-11-14 00:00:00.000,113,3,1
359,2012-12-11 00:00:00.000,75,6,6
360,2012-11-20 00:00:00.000,120,11,4
361,2012-10-24 00:00:00.000,30,1,1
362,2012-11-25 00:00:00.000,153,2,1
363,2012-10-25 00:00:00.000,48,10,1
364,2012-12-03 00:00:00.000,7,3,1
365,2012-10-03 00:00:00.000,45,6,4
366,2012-10-13 00:00:00.000,3,9,6
367,2012-09-16 00:00:00.000,124,1,5
368,2012-10-24 00:00:00.000,27,6,4
369,2012-09-23 00:00:00.000,121,1,6
370,2012-09-11 00:00:00.000,46,10,1
371,2012-11-02 00:00:00.000,66,4,5
372,2012-11-01 00:00:00.000,84,8,6
373,2012-09-06 00:00:00.000,12,2,5
374,2013-01-08 00:00:00.000,122,9,6
375,2012-11-24 00:00:00.000,30,6,1
376,2012-12-04 00:00:00.000,129,8,2
377,2012-11-20 00:00:00.000,88,11,2
378,2012-12-07 00:00:00.000,123,2,2
379,2013-01-21 00:00:00.000,46,3,3
380,2012-12-11 00:00:00.000,99,5,1
381,2013-01-15 00:00:00.000,65,8,6
382,2012-10-14 00:00:00.000,82,6,3
383,2012-12-26 00:00:00.000,147,2,2
384,2012-10-10 00:00:00.000,149,2,2
385,2012-12-30 00:00:00.000,37,10,6
386,2013-01-20 00:00:00.000,145,5,1
387,2013-01-07 00:00:00.000,122,9,2
388,2013-01-13 00:00:00.000,93,2,5
389,2012-09-18 00:00:00.000,17,3,3
390,2012-10-23 00:00:00.000,102,4,3
391,2012-11-15 00:00:00.000,53,4,3
392,2012-12-21 00:00:00.000,50,7,1
393,2012-11-01 00:00:00.000,87,3,5
394,2013-01-20 00:00:00.000,22,1,6
395,2012-12-05 00:00:00.000,153,1,2
396,2012-10-28 00:00:00.000,35,2,4
397,2012-10-16 00:00:00.000,43,1,6
398,2012-09-17 00:00:00.000,103,6,4
399,2012-11-07 00:00:00.000,127,10,4
400,2012-10-12 00:00:00.000,39,2,4
401,2012-09-10 00:00:00.000,112,10,1
402,2012-12-03 00:00:00.000,106,8,2
403,2013-01-05 00:00:00.000,61,9,6
404,2012-11-21 00:00:00.000,93,8,4
405,2012-12-01 00:00:00.000,151,12,6
406,2013-01-09 00:00:00.000,89,4,5
407,2012-12-12 00:00:00.000,9,2,5
408,2012-09-03 00:00:00.000,119,7,5
409,2012-10-18 00:00:00.000,50,12,1
410,2012-10-13 00:00:00.000,19,8,3
411,2012-09-11 00:00:00.000,66,3,5
412,2012-12-25 00:00:00.000,130,5,1
413,2012-09-16 00:00:00.000,42,5,3
414,2012-12-15 00:00:00.000,81,10,4
415,2012-11-15 00:00:00.000,20,10,4
416,2012-10-19 00:00:00.000,121,1,3
417,2013-01-02 00:00:00.000,7,4,2
418,2012-12-02 00:00:00.000,19,4,1
419,2012-09-03 00:00:00.000,137,7,2
420,2012-12-12 00:00:00.000,51,7,3
421,2012-11-23 00:00:00.000,73,12,3
422,2012-12-03 00:00:00.000,16,7,1
423,2013-01-18 00:00:00.000,41,6,1
424,2012-12-11 00:00:00.000,105,1,4
425,2012-10-07 00:00:00.000,3,11,6
426,2012-11-23 00:00:00.000,34,9,1
427,2012-11-18 00:00:00.000,60,10,5
428,2012-09-09 00:00:00.000,114,9,5
429,2012-11-24 00:00:00.000,29,12,5
430,2012-12-16 00:00:00.000,27,5,6
431,2012-09-29 00:00:00.000,72,5,1
432,2012-10-31 00:00:00.000,106,6,2
433,2013-01-07 00:00:00.000,108,3,2
434,2012-12-23 00:00:00.000,19,8,5
435,2012-12-20 00:00:00.000,74,3,6
436,2012-09-03 00:00:00.000,53,6,2
437,2013-01-12 00:00:00.000,20,7,2
438,2012-10-25 00:00:00.000,140,4,5
439,2012-12-24 00:00:00.000,67,10,3
440,2012-12-01 00:00:00.000,38,7,5
441,2012-12-02 00:00:00.000,81,4,5
442,2012-12-01 00:00:00.000,66,8,1
443,2012-11-25 00:00:00.000,150,8,4
444,2012-12-15 00:00:00.000,94,1,4
445,2012-11-21 00:00:00.000,6,2,2
446,2012-11-04 00:00:00.000,3,8,3
447,2012-10-05 00:00:00.000,138,11,4
448,2013-01-09 00:00:00.000,60,11,2
449,2012-12-24 00:00:00.000,90,11,2
450,2013-01-13 00:00:00.000,4,9,1
451,2012-10-16 00:00:00.000,106,10,3
452,2012-10-22 00:00:00.000,129,12,6
453,2012-11-05 00:00:00.000,18,6,2
454,2012-09-17 00:00:00.000,58,4,2
455,2012-12-09 00:00:00.000,36,3,2
456,2012-11-17 00:00:00.000,8,6,5
457,2012-10-22 00:00:00.000,68,6,5
458,2012-12-17 00:00:00.000,66,3,5
459,2012-09-04 00:00:00.000,156,1,4
460,2012-09-27 00:00:00.000,34,7,6
461,2012-11-08 00:00:00.000,152,9,1
462,2012-10-29 00:00:00.000,47,6,4
463,2012-10-10 00:00:00.000,53,1,5
464,2012-11-24 00:00:00.000,123,11,3
465,2012-09-05 00:00:00.000,69,3,1
466,2012-11-06 00:00:00.000,84,2,1
467,2012-10-14 00:00:00.000,25,5,5
468,2013-01-04 00:00:00.000,54,11,4
469,2012-10-08 00:00:00.000,4,4,6
470,2012-09-16 00:00:00.000,104,7,4
471,2013-01-19 00:00:00.000,89,1,3
472,2012-12-07 00:00:00.000,13,9,6
473,2012-10-05 00:00:00.000,73,10,5
474,2012-10-16 00:00:00.000,13,10,2
475,2012-12-20 00:00:00.000,35,10,3
476,2012-11-17 00:00:00.000,63,6,5
477,2012-12-26 00:00:00.000,54,10,6
478,2012-11-30 00:00:00.000,50,8,1
479,2012-12-07 00:00:00.000,152,6,2
480,2012-09-25 00:00:00.000,1,8,1
481,2012-11-09 00:00:00.000,58,4,3
482,2012-11-27 00:00:00.000,45,5,3
483,2012-09-10 00:00:00.000,137,9,3
484,2012-12-28 00:00:00.000,97,1,3
485,2012-09-23 00:00:00.000,1,5,4
486,2012-11-30 00:00:00.000,70,7,1
487,2012-11-16 00:00:00.000,115,6,2
488,2012-11-07 00:00:00.000,95,3,3
489,2012-09-26 00:00:00.000,56,5,6
490,2012-12-20 00:00:00.000,100,12,5
491,2012-09-23 00:00:00.000,88,7,2
492,2012-12-18 00:00:00.000,62,9,2
493,2012-11-01 00:00:00.000,28,7,5
494,2012-10-03 00:00:00.000,62,7,3
495,2012-09-03 00:00:00.000,76,4,2
496,2012-09-11 00:00:00.000,41,10,6
497,2012-12-30 00:00:00.000,97,12,6
498,2012-11-20 00:00:00.000,29,7,2
499,2012-10-21 00:00:00.000,65,2,6
500,2012-09-04 00:00:00.000,12,3,2
501,2012-09-16 00:00:00.000,57,2,1
502,2013-01-09 00:00:00.000,147,4,6
503,2012-10-21 00:00:00.000,79,1,4
504,2012-12-28 00:00:00.000,8,7,1
505,2012-09-26 00:00:00.000,123,4,1
506,2012-09-05 00:00:00.000,73,7,2
507,2012-12-23 00:00:00.000,138,2,6
508,2012-12-13 00:00:00.000,156,2,6
509,2012-11-29 00:00:00.000,75,1,6
510,2012-09-27 00:00:00.000,65,4,4
511,2012-12-17 00:00:00.000,19,7,2
512,2012-09-22 00:00:00.000,24,5,6
513,2012-09-27 00:00:00.000,78,8,2
514,2012-11-07 00:00:00.000,140,2,1
515,2013-01-02 00:00:00.000,145,4,6
516,2012-10-27 00:00:00.000,101,2,5
517,2012-11-21 00:00:00.000,126,4,6
518,2013-01-22 00:00:00.000,113,3,1
519,2013-01-21 00:00:00.000,36,1,1
520,2012-12-17 00:00:00.000,76,9,3
521,2012-10-24 00:00:00.000,92,2,1
522,2012-11-24 00:00:00.000,44,6,4
523,2012-12-28 00:00:00.000,98,3,2
524,2012-10-14 00:00:00.000,72,11,5
525,2012-12-02 00:00:00.000,106,7,3
526,2012-10-17 00:00:00.000,109,4,4
527,2012-09-26 00:00:00.000,115,4,3
528,2013-01-04 00:00:00.000,126,12,3
529,2012-09-16 00:00:00.000,86,10,4
530,2012-11-29 00:00:00.000,44,12,4
531,2012-11-23 00:00:00.000,154,3,2
532,2012-09-11 00:00:00.000,38,12,1
533,2012-10-31 00:00:00.000,50,7,3
534,2012-11-20 00:00:00.000,61,1,4
535,2012-10-05 00:00:00.000,98,11,2
536,2012-10-10 00:00:00.000,52,6,4
537,2012-10-06 00:00:00.000,9,12,3
538,2012-10-10 00:00:00.000,4,7,2
539,2012-11-08 00:00:00.000,133,10,5
540,2012-09-11 00:00:00.000,68,4,2
541,2012-12-20 00:00:00.000,126,4,4
542,2012-12-16 00:00:00.000,28,1,5
543,2012-10-06 00:00:00.000,111,5,2
544,2012-09-15 00:00:00.000,147,2,3
545,2012-12-04 00:00:00.000,122,7,5
546,2012-10-24 00:00:00.000,83,5,6
547,2012-09-05 00:00:00.000,110,6,3
548,2012-12-15 00:00:00.000,150,4,6
549,2012-09-13 00:00:00.000,153,12,3
550,2012-12-07 00:00:00.000,65,1,3
551,2012-12-12 00:00:00.000,65,3,1
552,2012-09-24 00:00:00.000,32,4,1
553,2012-09-11 00:00:00.000,56,4,6
554,2013-01-05 00:00:00.000,12,7,4
555,2012-12-04 00:00:00.000,104,6,5
556,2012-10-10 00:00:00.000,122,7,1
557,2012-11-04 00:00:00.000,56,1,6
558,2012-12-12 00:00:00.000,92,5,1
559,2012-10-08 00:00:00.000,66,11,1
560,2012-10-27 00:00:00.000,22,9,3
561,2012-11-30 00:00:00.000,95,4,6
562,2012-10-21 00:00:00.000,33,8,4
563,2012-10-21 00:00:00.000,29,11,2
564,2013-01-16 00:00:00.000,75,3,1
565,2012-09-10 00:00:00.000,109,11,5
566,2012-11-19 00:00:00.000,63,12,2
567,2012-10-09 00:00:00.000,91,11,4
568,2013-01-05 00:00:00.000,26,7,2
569,2012-09-24 00:00:00.000,84,11,3
570,2012-12-24 00:00:00.000,129,12,2
571,2013-01-10 00:00:00.000,50,4,6
572,2012-11-04 00:00:00.000,115,9,6
573,2012-09-15 00:00:00.000,37,2,4
574,2012-10-29 00:00:00.000,75,2,5
575,2012-11-11 00:00:00.000,18,2,6
576,2013-01-11 00:00:00.000,143,7,5
577,2012-11-24 00:00:00.000,152,11,2
578,2013-01-14 00:00:00.000,69,12,6
579,2012-09-28 00:00:00.000,58,8,6
580,2012-10-21 00:00:00.000,32,9,4
581,2013-01-14 00:00:00.000,14,12,2
582,2013-01-08 00:00:00.000,67,6,5
583,2012-11-23 00:00:00.000,149,2,2
584,2012-11-29 00:00:00.000,110,5,5
585,2012-10-09 00:00:00.000,144,7,2
586,2012-09-20 00:00:00.000,3,10,5
587,2012-11-07 00:00:00.000,91,12,6
588,2012-10-03 00:00:00.000,155,7,2
589,2013-01-03 00:00:00.000,139,10,2
590,2012-09-10 00:00:00.000,120,6,4
591,2013-01-12 00:00:00.000,54,11,1
592,2012-09-26 00:00:00.000,28,5,1
593,2013-01-02 00:00:00.000,79,10,1
594,2012-12-27 00:00:00.000,133,12,1
595,2012-11-08 00:00:00.000,3,5,6
596,2012-09-24 00:00:00.000,132,10,6
597,2013-01-16 00:00:00.000,23,5,4
598,2012-12-12 00:00:00.000,153,10,4
599,2012-11-23 00:00:00.000,85,7,3
600,2012-10-08 00:00:00.000,147,2,3
601,2012-11-04 00:00:00.000,130,3,3
602,2012-12-19 00:00:00.000,93,2,6
603,2012-10-16 00:00:00.000,69,3,2
604,2012-12-14 00:00:00.000,75,7,3
605,2013-01-09 00:00:00.000,68,9,2
606,2012-09-22 00:00:00.000,29,1,1
607,2012-09-07 00:00:00.000,34,2,6
608,2012-11-06 00:00:00.000,109,1,5
